feature1,feature2,r,abs_r,exact_equal
H2OC_mmol_mol__std,VPact_mbar__std,0.999544031156921,0.999544031156921,False
H2OC_mmol_mol__peak_to_peak,VPact_mbar__peak_to_peak,0.999521972838404,0.999521972838404,False
VPact_mbar__peak_to_peak,sh_g_kg__peak_to_peak,0.999516618554921,0.999516618554921,False
SWDR_W_m__slope,PAR_mol_m_s__slope,0.999512340965354,0.999512340965354,False
H2OC_mmol_mol__iqr,VPact_mbar__iqr,0.999489587464714,0.999489587464714,False
VPact_mbar__iqr,sh_g_kg__iqr,0.999464507314008,0.999464507314008,False
VPmax_mbar__mean,VPmax_mbar__rms,0.999383968982276,0.999383968982276,False
SWDR_W_m__median,PAR_mol_m_s__median,0.999292510387553,0.999292510387553,False
SWDR_W_m__mean,PAR_mol_m_s__mean,0.999291283381507,0.999291283381507,False
SWDR_W_m__diff_mean,PAR_mol_m_s__diff_mean,0.999195191687425,0.999195191687425,False
SWDR_W_m__iqr,PAR_mol_m_s__iqr,0.999147405604871,0.999147405604871,False
SWDR_W_m__q75,PAR_mol_m_s__iqr,0.999130514115001,0.999130514115001,False
SWDR_W_m__q75,PAR_mol_m_s__q75,0.999125504658457,0.999125504658457,False
SWDR_W_m__rms,PAR_mol_m_s__rms,0.999049482730768,0.999049482730768,False
H2OC_mmol_mol__kurtosis,VPact_mbar__kurtosis,0.999040378401304,0.999040378401304,False
VPact_mbar__kurtosis,sh_g_kg__kurtosis,0.999017346236455,0.999017346236455,False
SWDR_W_m__iqr,PAR_mol_m_s__q75,0.999008357344435,0.999008357344435,False
SWDR_W_m__std,PAR_mol_m_s__std,0.998810628540624,0.998810628540624,False
VPact_mbar__skew,sh_g_kg__skew,0.998769554922768,0.998769554922768,False
rh__mean,rh__rms,0.998764571359662,0.998764571359662,False
H2OC_mmol_mol__skew,VPact_mbar__skew,0.998759914308024,0.998759914308024,False
SWDR_W_m__diff_std,PAR_mol_m_s__diff_std,0.998670200606693,0.998670200606693,False
max_PAR_mol_m_s__q25,PAR_mol_m_s__q25,0.998076043607613,0.998076043607613,False
VPact_mbar__mean,VPact_mbar__median,0.997986545618023,0.997986545618023,False
H2OC_mmol_mol__mean,H2OC_mmol_mol__median,0.997974035599698,0.997974035599698,False
H2OC_mmol_mol__median,sh_g_kg__mean,0.997969940858714,0.997969940858714,False
H2OC_mmol_mol__mean,sh_g_kg__median,0.997968631211485,0.997968631211485,False
sh_g_kg__mean,sh_g_kg__median,0.997967852574817,0.997967852574817,False
T_degC__std,Tpot_K__std,0.997914773314281,0.997914773314281,False
SWDR_W_m__skew,PAR_mol_m_s__skew,0.997864039804666,0.997864039804666,False
Tdew_degC__mean,Tdew_degC__median,0.997863971668373,0.997863971668373,False
H2OC_mmol_mol__median,VPact_mbar__mean,0.997833765530153,0.997833765530153,False
VPact_mbar__mean,sh_g_kg__median,0.997828950510945,0.997828950510945,False
VPact_mbar__median,VPact_mbar__rms,0.997799264504746,0.997799264504746,False
H2OC_mmol_mol__median,H2OC_mmol_mol__rms,0.997782642071172,0.997782642071172,False
H2OC_mmol_mol__median,sh_g_kg__rms,0.997779530505804,0.997779530505804,False
sh_g_kg__median,sh_g_kg__rms,0.997777139441355,0.997777139441355,False
H2OC_mmol_mol__rms,sh_g_kg__median,0.997776954105056,0.997776954105056,False
H2OC_mmol_mol__mean,VPact_mbar__median,0.997771223018356,0.997771223018356,False
VPact_mbar__median,sh_g_kg__mean,0.997767488467128,0.997767488467128,False
H2OC_mmol_mol__median,VPact_mbar__rms,0.997650055239083,0.997650055239083,False
VPact_mbar__rms,sh_g_kg__median,0.997644983630812,0.997644983630812,False
H2OC_mmol_mol__rms,VPact_mbar__median,0.997574414115739,0.997574414115739,False
VPact_mbar__median,sh_g_kg__rms,0.997571628495393,0.997571628495393,False
T_degC__peak_to_peak,Tpot_K__peak_to_peak,0.99744223639946,0.99744223639946,False
p_mbar__median,p_mbar__rms,0.997385693304179,0.997385693304179,False
p_mbar__mean,p_mbar__median,0.997384717547741,0.997384717547741,False
SWDR_W_m__peak_to_peak,PAR_mol_m_s__peak_to_peak,0.997149236424984,0.997149236424984,False
SWDR_W_m__peak_to_peak,PAR_mol_m_s__max,0.997149236424984,0.997149236424984,False
SWDR_W_m__max,PAR_mol_m_s__peak_to_peak,0.997149236424984,0.997149236424984,False
SWDR_W_m__max,PAR_mol_m_s__max,0.997149236424984,0.997149236424984,False
T_degC__iqr,Tpot_K__iqr,0.997000482785903,0.997000482785903,False
rho_g_m_3__mean,rho_g_m_3__median,0.996375055983916,0.996375055983916,False
rho_g_m_3__median,rho_g_m_3__rms,0.996333849789132,0.996333849789132,False
SWDR_W_m__kurtosis,PAR_mol_m_s__kurtosis,0.995932283518319,0.995932283518319,False
rain_mm__std,rain_mm__rms,0.995902942599239,0.995902942599239,False
Tpot_K__median,Tpot_K__rms,0.995800649293121,0.995800649293121,False
Tpot_K__mean,Tpot_K__median,0.995767718235484,0.995767718235484,False
T_degC__mean,T_degC__median,0.99560845508323,0.99560845508323,False
max_wv_m_s__mean,max_wv_m_s__rms,0.995605879042839,0.995605879042839,False
H2OC_mmol_mol__rms,sh_g_kg__q75,0.995365293932544,0.995365293932544,False
VPact_mbar__q75,VPact_mbar__rms,0.99536249297595,0.99536249297595,False
sh_g_kg__q75,sh_g_kg__rms,0.995358860045903,0.995358860045903,False
H2OC_mmol_mol__q75,H2OC_mmol_mol__rms,0.995353485797325,0.995353485797325,False
H2OC_mmol_mol__q75,sh_g_kg__rms,0.995343882840943,0.995343882840943,False
T_degC__q75,Tpot_K__q75,0.995323243924823,0.995323243924823,False
T_degC__max,Tpot_K__max,0.995217558629025,0.995217558629025,False
VPact_mbar__rms,sh_g_kg__q75,0.995187051578195,0.995187051578195,False
H2OC_mmol_mol__q75,VPact_mbar__rms,0.995175187581024,0.995175187581024,False
H2OC_mmol_mol__rms,VPact_mbar__q75,0.995162067227835,0.995162067227835,False
VPact_mbar__q75,sh_g_kg__rms,0.995153142164059,0.995153142164059,False
wv_m_s__mean,wv_m_s__rms,0.994837382389824,0.994837382389824,False
rain_mm__q75,rain_mm__iqr,0.994836074801669,0.994836074801669,False
T_degC__mean,T_degC__rms,0.994820374590982,0.994820374590982,False
VPdef_mbar__mean,VPdef_mbar__rms,0.994674019572956,0.994674019572956,False
T_degC__mean,Tpot_K__rms,0.994383237198315,0.994383237198315,False
T_degC__median,Tpot_K__median,0.994342555644202,0.994342555644202,False
VPact_mbar__mean,VPact_mbar__q75,0.994328786926992,0.994328786926992,False
H2OC_mmol_mol__mean,sh_g_kg__q75,0.994322690418734,0.994322690418734,False
T_degC__mean,Tpot_K__mean,0.994313068069932,0.994313068069932,False
sh_g_kg__mean,sh_g_kg__q75,0.994311451252985,0.994311451252985,False
H2OC_mmol_mol__mean,H2OC_mmol_mol__q75,0.994309509256844,0.994309509256844,False
H2OC_mmol_mol__q75,sh_g_kg__mean,0.994295097206597,0.994295097206597,False
T_degC__diff_mean,Tpot_K__diff_mean,0.994210225077937,0.994210225077937,False
VPact_mbar__mean,sh_g_kg__q75,0.99414706349825,0.99414706349825,False
H2OC_mmol_mol__q75,VPact_mbar__mean,0.994133915214871,0.994133915214871,False
H2OC_mmol_mol__mean,VPact_mbar__q75,0.994128494164079,0.994128494164079,False
VPmax_mbar__mean,VPmax_mbar__median,0.994122500614915,0.994122500614915,False
VPact_mbar__q75,sh_g_kg__mean,0.994114805971922,0.994114805971922,False
max_PAR_mol_m_s__median,PAR_mol_m_s__median,0.993894618737984,0.993894618737984,False
Tdew_degC__mean,Tdew_degC__q25,0.993827285488509,0.993827285488509,False
VPmax_mbar__q75,VPmax_mbar__rms,0.993725428976077,0.993725428976077,False
Tlog_degC__mean,Tlog_degC__median,0.993581925035266,0.993581925035266,False
SWDR_W_m__crest_factor,PAR_mol_m_s__crest_factor,0.993564370590637,0.993564370590637,False
VPdef_mbar__q75,VPdef_mbar__rms,0.993555767441328,0.993555767441328,False
T_degC__q25,Tpot_K__q25,0.99333467401207,0.99333467401207,False
VPmax_mbar__median,VPmax_mbar__rms,0.992968262302943,0.992968262302943,False
T_degC__min,Tpot_K__min,0.992952030642494,0.992952030642494,False
Tlog_degC__median,Tlog_degC__rms,0.992798773260665,0.992798773260665,False
Tdew_degC__mean,Tdew_degC__q75,0.992590784159598,0.992590784159598,False
VPact_mbar__mean,VPact_mbar__q25,0.992492086991771,0.992492086991771,False
H2OC_mmol_mol__q25,sh_g_kg__mean,0.992438538571802,0.992438538571802,False
H2OC_mmol_mol__mean,H2OC_mmol_mol__q25,0.992422911064313,0.992422911064313,False
sh_g_kg__mean,sh_g_kg__q25,0.992415601859142,0.992415601859142,False
H2OC_mmol_mol__mean,sh_g_kg__q25,0.992396575528988,0.992396575528988,False
SWDR_W_m__median,max_PAR_mol_m_s__median,0.992380998978311,0.992380998978311,False
VPact_mbar__q25,sh_g_kg__mean,0.992352163315518,0.992352163315518,False
H2OC_mmol_mol__mean,VPact_mbar__q25,0.992336174536268,0.992336174536268,False
H2OC_mmol_mol__q25,VPact_mbar__mean,0.992236993652107,0.992236993652107,False
VPact_mbar__mean,sh_g_kg__q25,0.992211706952343,0.992211706952343,False
VPact_mbar__median,VPact_mbar__q75,0.992187554658887,0.992187554658887,False
H2OC_mmol_mol__median,sh_g_kg__q75,0.992175382342781,0.992175382342781,False
sh_g_kg__median,sh_g_kg__q75,0.992165378519553,0.992165378519553,False
H2OC_mmol_mol__median,H2OC_mmol_mol__q75,0.992154765348038,0.992154765348038,False
H2OC_mmol_mol__q75,sh_g_kg__median,0.992141472965943,0.992141472965943,False
H2OC_mmol_mol__median,VPact_mbar__q75,0.992021044192111,0.992021044192111,False
VPact_mbar__q75,sh_g_kg__median,0.992008093054866,0.992008093054866,False
VPact_mbar__median,sh_g_kg__q75,0.991975703967366,0.991975703967366,False
H2OC_mmol_mol__q75,VPact_mbar__median,0.991955411756399,0.991955411756399,False
Tdew_degC__median,Tdew_degC__q25,0.99163399367031,0.99163399367031,False
T_degC__slope,Tpot_K__slope,0.991587461596965,0.991587461596965,False
p_mbar__mean,p_mbar__q25,0.991353577789374,0.991353577789374,False
p_mbar__q25,p_mbar__rms,0.991298133893932,0.991298133893932,False
Tlog_degC__q75,Tlog_degC__rms,0.991288647662959,0.991288647662959,False
T_degC__mean,Tpot_K__median,0.991206997811714,0.991206997811714,False
T_degC__median,T_degC__rms,0.991175924762255,0.991175924762255,False
wv_m_s__q75,wv_m_s__rms,0.991160210676263,0.991160210676263,False
VPact_mbar__q25,VPact_mbar__rms,0.991110381926416,0.991110381926416,False
H2OC_mmol_mol__q25,sh_g_kg__rms,0.99103040938913,0.99103040938913,False
H2OC_mmol_mol__q25,H2OC_mmol_mol__rms,0.991019721971145,0.991019721971145,False
sh_g_kg__q25,sh_g_kg__rms,0.991006335670676,0.991006335670676,False
H2OC_mmol_mol__rms,sh_g_kg__q25,0.990992276800101,0.990992276800101,False
VPact_mbar__q25,sh_g_kg__rms,0.990945807299377,0.990945807299377,False
H2OC_mmol_mol__rms,VPact_mbar__q25,0.990934747672614,0.990934747672614,False
H2OC_mmol_mol__q25,VPact_mbar__rms,0.990852667094061,0.990852667094061,False
VPact_mbar__rms,sh_g_kg__q25,0.990826318999486,0.990826318999486,False
max_wv_m_s__q75,max_wv_m_s__rms,0.990768850996471,0.990768850996471,False
T_degC__q75,T_degC__rms,0.990601635758207,0.990601635758207,False
p_mbar__q75,p_mbar__rms,0.990553963276645,0.990553963276645,False
p_mbar__mean,p_mbar__q75,0.990495636851198,0.990495636851198,False
VPmax_mbar__mean,VPmax_mbar__q75,0.990185840135657,0.990185840135657,False
Tdew_degC__skew,VPact_mbar__skew,0.990147616110765,0.990147616110765,False
SWDR_W_m__rms,PAR_mol_m_s__std,0.989895990683212,0.989895990683212,False
VPact_mbar__median,VPact_mbar__q25,0.989682321319553,0.989682321319553,False
SWDR_W_m__mean,PAR_mol_m_s__rms,0.989667542699615,0.989667542699615,False
T_degC__rms,Tlog_degC__mean,0.98961233283098,0.98961233283098,False
H2OC_mmol_mol__q25,sh_g_kg__median,0.989607431428935,0.989607431428935,False
H2OC_mmol_mol__median,H2OC_mmol_mol__q25,0.989607190259042,0.989607190259042,False
sh_g_kg__median,sh_g_kg__q25,0.989573968604083,0.989573968604083,False
H2OC_mmol_mol__median,sh_g_kg__q25,0.989570121540342,0.989570121540342,False
VPact_mbar__q25,sh_g_kg__median,0.989545611520503,0.989545611520503,False
H2OC_mmol_mol__median,VPact_mbar__q25,0.989544873156313,0.989544873156313,False
PAR_mol_m_s__std,PAR_mol_m_s__rms,0.989502692133667,0.989502692133667,False
H2OC_mmol_mol__q25,VPact_mbar__median,0.989411691146734,0.989411691146734,False
PAR_mol_m_s__mean,PAR_mol_m_s__rms,0.989396482871662,0.989396482871662,False
VPact_mbar__median,sh_g_kg__q25,0.989375454838565,0.989375454838565,False
Tdew_degC__median,Tdew_degC__q75,0.989322276522346,0.989322276522346,False
SWDR_W_m__std,SWDR_W_m__rms,0.989243658430554,0.989243658430554,False
max_wv_m_s__mean,max_wv_m_s__median,0.989086832565863,0.989086832565863,False
T_degC__median,Tpot_K__rms,0.989062600440815,0.989062600440815,False
p_mbar__median,p_mbar__q75,0.988987024953375,0.988987024953375,False
T_degC__median,Tpot_K__mean,0.988956888475812,0.988956888475812,False
T_degC__rms,Tlog_degC__rms,0.988938236244737,0.988938236244737,False
SWDR_W_m__mean,SWDR_W_m__rms,0.988884030316087,0.988884030316087,False
T_degC__median,Tlog_degC__median,0.988788338204557,0.988788338204557,False
VPdef_mbar__max,VPdef_mbar__peak_to_peak,0.988587073323215,0.988587073323215,False
rho_g_m_3__mean,rho_g_m_3__q25,0.988572049979487,0.988572049979487,False
Tdew_degC__skew,H2OC_mmol_mol__skew,0.988513451951794,0.988513451951794,False
wv_m_s__mean,wv_m_s__median,0.98842562193172,0.98842562193172,False
Tdew_degC__skew,sh_g_kg__skew,0.988364160390523,0.988364160390523,False
rho_g_m_3__q25,rho_g_m_3__rms,0.988317749583785,0.988317749583785,False
VPdef_mbar__std,VPdef_mbar__peak_to_peak,0.988129231469895,0.988129231469895,False
T_degC__mean,T_degC__q75,0.988068609451807,0.988068609451807,False
Tpot_K__q75,Tpot_K__rms,0.988042091115899,0.988042091115899,False
Tlog_degC__mean,Tlog_degC__q75,0.987850728535828,0.987850728535828,False
T_degC__mean,Tlog_degC__mean,0.987846967957339,0.987846967957339,False
p_mbar__median,p_mbar__q25,0.987774061791999,0.987774061791999,False
rho_g_m_3__median,rho_g_m_3__q25,0.987772698058025,0.987772698058025,False
Tpot_K__mean,Tpot_K__q75,0.987769847618798,0.987769847618798,False
max_PAR_mol_m_s__std,max_PAR_mol_m_s__rms,0.987641457882064,0.987641457882064,False
T_degC__mean,Tpot_K__q75,0.987554398943233,0.987554398943233,False
VPdef_mbar__mean,VPdef_mbar__q75,0.987485346372827,0.987485346372827,False
rh__mean,rh__median,0.987480531109296,0.987480531109296,False
T_degC__q75,Tlog_degC__rms,0.987226779415445,0.987226779415445,False
SWDR_W_m__mean,PAR_mol_m_s__q75,0.987197397761428,0.987197397761428,False
VPmax_mbar__std,VPmax_mbar__peak_to_peak,0.987116160533992,0.987116160533992,False
SWDR_W_m__rms,PAR_mol_m_s__mean,0.987008075259232,0.987008075259232,False
T_degC__rms,Tpot_K__q75,0.986927369745047,0.986927369745047,False
rho_g_m_3__q75,rho_g_m_3__rms,0.986749665931081,0.986749665931081,False
SWDR_W_m__std,PAR_mol_m_s__rms,0.986743952393408,0.986743952393408,False
max_PAR_mol_m_s__mean,max_PAR_mol_m_s__rms,0.986716434339088,0.986716434339088,False
rho_g_m_3__mean,rho_g_m_3__q75,0.986473560704241,0.986473560704241,False
T_degC__q75,Tlog_degC__q75,0.986181369084341,0.986181369084341,False
VPmax_mbar__skew,T_degC__skew,0.986123633387024,0.986123633387024,False
rh__median,rh__rms,0.986111998620796,0.986111998620796,False
raining_s__skew,raining_s__crest_factor,0.986082042730582,0.986082042730582,False
SWDR_W_m__mean,PAR_mol_m_s__iqr,0.986062398405846,0.986062398405846,False
T_degC__q75,Tlog_degC__mean,0.985952236791932,0.985952236791932,False
PAR_mol_m_s__mean,PAR_mol_m_s__q75,0.985949831288434,0.985949831288434,False
T_degC__rms,Tpot_K__rms,0.985786068608735,0.985786068608735,False
Tpot_K__median,Tpot_K__q75,0.985748360950479,0.985748360950479,False
T_degC__median,T_degC__q75,0.985733557201038,0.985733557201038,False
p_mbar__min,p_mbar__q25,0.985708586840843,0.985708586840843,False
T_degC__rms,Tpot_K__mean,0.985604362220037,0.985604362220037,False
Tdew_degC__min,Tdew_degC__q25,0.985595307366918,0.985595307366918,False
max_wv_m_s__mean,wv_m_s__mean,0.985515769355477,0.985515769355477,False
T_degC__mean,Tlog_degC__rms,0.98538032554249,0.98538032554249,False
SWDR_W_m__mean,SWDR_W_m__q75,0.985336025613857,0.985336025613857,False
T_degC__q25,Tlog_degC__q25,0.985278572426061,0.985278572426061,False
H2OC_mmol_mol__min,sh_g_kg__q25,0.984957734522559,0.984957734522559,False
H2OC_mmol_mol__min,H2OC_mmol_mol__q25,0.984951647234114,0.984951647234114,False
VPact_mbar__min,VPact_mbar__q25,0.98493141127755,0.98493141127755,False
sh_g_kg__min,sh_g_kg__q25,0.984911736055487,0.984911736055487,False
H2OC_mmol_mol__q25,sh_g_kg__min,0.984902537636422,0.984902537636422,False
p_mbar__max,p_mbar__q75,0.984842251567912,0.984842251567912,False
H2OC_mmol_mol__min,VPact_mbar__q25,0.984803379086121,0.984803379086121,False
Tpot_K__diff_std,rho_g_m_3__diff_std,0.984777290169719,0.984777290169719,False
VPact_mbar__min,sh_g_kg__q25,0.984758657331911,0.984758657331911,False
VPact_mbar__q25,sh_g_kg__min,0.984755048776042,0.984755048776042,False
H2OC_mmol_mol__q25,VPact_mbar__min,0.984752284924381,0.984752284924381,False
PAR_mol_m_s__mean,PAR_mol_m_s__iqr,0.984732344869774,0.984732344869774,False
T_degC__rms,Tlog_degC__median,0.984710716950343,0.984710716950343,False
wv_m_s__mean,wv_m_s__q75,0.984673427701381,0.984673427701381,False
SWDR_W_m__mean,SWDR_W_m__iqr,0.984569363870375,0.984569363870375,False
T_degC__median,Tpot_K__q75,0.984513088017584,0.984513088017584,False
max_PAR_mol_m_s__mean,max_PAR_mol_m_s__q75,0.984485764369871,0.984485764369871,False
T_degC__median,Tlog_degC__mean,0.984336494677457,0.984336494677457,False
max_wv_m_s__rms,wv_m_s__rms,0.984121477709471,0.984121477709471,False
T_degC__diff_std,rho_g_m_3__diff_std,0.984118004852699,0.984118004852699,False
VPmax_mbar__max,VPmax_mbar__q75,0.983991615026072,0.983991615026072,False
Tdew_degC__max,VPact_mbar__max,0.983859796970066,0.983859796970066,False
T_degC__mean,Tlog_degC__median,0.983833227555335,0.983833227555335,False
T_degC__max,T_degC__q75,0.983757934063462,0.983757934063462,False
Tdew_degC__max,H2OC_mmol_mol__max,0.983739397097151,0.983739397097151,False
VPdef_mbar__mean,VPdef_mbar__median,0.983718330762857,0.983718330762857,False
max_PAR_mol_m_s__mean,max_PAR_mol_m_s__iqr,0.983579702491158,0.983579702491158,False
VPmax_mbar__median,VPmax_mbar__q75,0.983558711075332,0.983558711075332,False
Tdew_degC__max,sh_g_kg__max,0.983423439349324,0.983423439349324,False
T_degC__rms,Tpot_K__median,0.98319751659361,0.98319751659361,False
Tpot_K__max,Tpot_K__q75,0.9831588294949,0.9831588294949,False
H2OC_mmol_mol__zero_crossing_rate,sh_g_kg__zero_crossing_rate,0.982979980755281,0.982979980755281,False
rho_g_m_3__min,rho_g_m_3__q25,0.982889898754912,0.982889898754912,False
T_degC__q75,Tpot_K__max,0.982853932231391,0.982853932231391,False
wv_m_s__max,wv_m_s__peak_to_peak,0.982821429393973,0.982821429393973,False
max_wv_m_s__mean,max_wv_m_s__q75,0.982816520598774,0.982816520598774,False
max_wv_m_s__median,wv_m_s__median,0.982744755132671,0.982744755132671,False
SWDR_W_m__q75,PAR_mol_m_s__mean,0.982723554901998,0.982723554901998,False
T_degC__mean,T_degC__q25,0.982388128294522,0.982388128294522,False
T_degC__q25,Tpot_K__mean,0.982362814788846,0.982362814788846,False
Tpot_K__mean,Tpot_K__q25,0.982360277093722,0.982360277093722,False
Tdew_degC__q75,VPact_mbar__q75,0.982203477318298,0.982203477318298,False
T_degC__median,Tlog_degC__rms,0.982144592444618,0.982144592444618,False
T_degC__q25,Tpot_K__rms,0.982097273830548,0.982097273830548,False
VPmax_mbar__q25,T_degC__q25,0.982052122129349,0.982052122129349,False
Tpot_K__q25,Tpot_K__rms,0.98202197778497,0.98202197778497,False
Tdew_degC__q75,H2OC_mmol_mol__q75,0.982020742318156,0.982020742318156,False
VPmax_mbar__min,T_degC__min,0.981924329013093,0.981924329013093,False
SWDR_W_m__iqr,PAR_mol_m_s__mean,0.981901340576002,0.981901340576002,False
Tdew_degC__q75,sh_g_kg__q75,0.981695633372967,0.981695633372967,False
T_degC__max,Tlog_degC__max,0.981493561579177,0.981493561579177,False
SWDR_W_m__q25,PAR_mol_m_s__q25,0.981462580814865,0.981462580814865,False
Tpot_K__q75,Tlog_degC__rms,0.981408912852301,0.981408912852301,False
max_PAR_mol_m_s__slope,PAR_mol_m_s__slope,0.981334695259705,0.981334695259705,False
rain_mm__skew,rain_mm__crest_factor,0.981281875973242,0.981281875973242,False
VPmax_mbar__mean,T_degC__rms,0.981257640882372,0.981257640882372,False
Tpot_K__q75,Tlog_degC__mean,0.981060989940111,0.981060989940111,False
max_wv_m_s__mean,wv_m_s__rms,0.980790617931553,0.980790617931553,False
Tdew_degC__mean,Tdew_degC__min,0.980718015375546,0.980718015375546,False
VPmax_mbar__max,VPmax_mbar__rms,0.980588806634546,0.980588806634546,False
T_degC__min,Tlog_degC__min,0.980570372944859,0.980570372944859,False
VPmax_mbar__rms,T_degC__rms,0.980526423154605,0.980526423154605,False
rho_g_m_3__max,rho_g_m_3__q75,0.980523136782142,0.980523136782142,False
T_degC__q75,Tlog_degC__median,0.980396463057557,0.980396463057557,False
Tdew_degC__mean,VPact_mbar__mean,0.980392464510635,0.980392464510635,False
H2OC_mmol_mol__min,sh_g_kg__mean,0.980342345718563,0.980342345718563,False
VPact_mbar__mean,VPact_mbar__min,0.980312343518517,0.980312343518517,False
H2OC_mmol_mol__mean,H2OC_mmol_mol__min,0.980310299321135,0.980310299321135,False
